gene_id,gene,gene_biotype,product,go_function,go_process
ATU_RS08005,,,phospholipase D family protein,,
ATU_RS08010,,,response regulator,,phosphorelay signal transduction system|0000160||IEA
ATU_RS08015,,,FAD-dependent oxidoreductase,,
ATU_RS08020,,,mechanosensitive ion channel family protein,,
ATU_RS08025,,,GlsB/YeaQ/YmgE family stress response membrane protein,,
ATU_RS08035,,,hypothetical protein,,
ATU_RS08040,,,hypothetical protein,,
ATU_RS08045,,,hypothetical protein,,
ATU_RS08050,,,hypothetical protein,,
ATU_RS08055,,,hypothetical protein,,
ATU_RS08060,,,hypothetical protein,,
ATU_RS08070,,,PACE efflux transporter,,
ATU_RS08075,,,ABC-type transport auxiliary lipoprotein family protein,,
ATU_RS08080,,,MlaD family protein,,phospholipid transport|0015914||IEA
ATU_RS08085,,,ABC transporter ATP-binding protein,,
ATU_RS08090,,,ABC transporter permease,,
ATU_RS08095,dgcA,,N-acetyl-D-Glu racemase DgcA,racemase and epimerase activity,
ATU_RS08100,,,UDP-2,,
ATU_RS08105,,,acyltransferase,acyltransferase activity,
ATU_RS08110,,,NADP-dependent malic enzyme,,
ATU_RS08115,,,DUF2865 domain-containing protein,,
ATU_RS08120,bluB,,5,oxidoreductase activity,cobalamin biosynthetic process|0009236||IEA
ATU_RS08125,,,TolB family protein,,
ATU_RS08130,,,NAD+ synthase,NAD+ synthase (glutamine-hydrolyzing) activity|0003952||IEA,NAD biosynthetic process|0009435||IEA
ATU_RS08135,,,LTA synthase family protein,sulfuric ester hydrolase activity|0008484||IEA,
ATU_RS08140,,,DUF1003 domain-containing protein,,
ATU_RS08145,sthA,,Si-specific NAD(P)(+) transhydrogenase,NAD(P)+ transhydrogenase (B-specific) activity|0003957||IEA,cell redox homeostasis|0045454||IEA
ATU_RS08150,,,hypothetical protein,,
ATU_RS08155,,,carbon-nitrogen hydrolase family protein,,
ATU_RS08160,tig,,trigger factor,peptidyl-prolyl cis-trans isomerase activity|0003755||IEA,'de novo' cotranslational protein folding|0051083||IEA
ATU_RS08170,,,DUF1127 domain-containing protein,,
ATU_RS08175,,,DUF1127 domain-containing protein,,
ATU_RS08180,trmFO,,methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase (FADH(2)-oxidizing) TrmFO,flavin adenine dinucleotide binding|0050660||IEA,tRNA processing|0008033||IEA
ATU_RS08185,,,S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase,alcohol dehydrogenase activity,fermentation|0006113||IEA
ATU_RS08190,,,hypothetical protein,,
ATU_RS08195,,,acyl carrier protein,acyl carrier activity|0000036||IEA,fatty acid biosynthetic process|0006633||IEA
ATU_RS08200,,,AMP-binding protein,,
ATU_RS08205,,,type III PLP-dependent enzyme,,
ATU_RS08210,,,hypothetical protein,,
ATU_RS08215,,,helix-turn-helix transcriptional regulator,,
ATU_RS08220,,,aminodeoxychorismate synthase component I,,folic acid-containing compound biosynthetic process|0009396||IEA
ATU_RS08225,tgt,,tRNA guanosine(34) transglycosylase Tgt,tRNA-guanosine(34) queuine transglycosylase activity|0008479||IEA,tRNA modification|0006400||IEA
ATU_RS08230,queA,,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA,transferase activity|0016740||IEA,
ATU_RS08235,,,peptidylprolyl isomerase,peptidyl-prolyl cis-trans isomerase activity|0003755||IEA,protein peptidyl-prolyl isomerization|0000413||IEA
ATU_RS08240,,,peptidylprolyl isomerase,peptidyl-prolyl cis-trans isomerase activity|0003755||IEA,protein peptidyl-prolyl isomerization|0000413||IEA
ATU_RS08245,coaD,,pantetheine-phosphate adenylyltransferase,pantetheine-phosphate adenylyltransferase activity|0004595||IEA,coenzyme A biosynthetic process|0015937||IEA
ATU_RS08250,,,hypothetical protein,,
ATU_RS26900,,,hypothetical protein,,
ATU_RS08255,,,peptidyl-prolyl cis-trans isomerase,peptidyl-prolyl cis-trans isomerase activity|0003755||IEA,
ATU_RS08260,trpD,,anthranilate phosphoribosyltransferase,anthranilate phosphoribosyltransferase activity|0004048||IEA,tryptophan biosynthetic process|0000162||IEA
ATU_RS08265,trpC,,indole-3-glycerol phosphate synthase TrpC,indole-3-glycerol-phosphate synthase activity|0004425||IEA,tryptophan metabolic process|0006568||IEA
ATU_RS08270,moaC,,cyclic pyranopterin monophosphate synthase MoaC,catalytic activity|0003824||IEA,Mo-molybdopterin cofactor biosynthetic process|0006777||IEA
ATU_RS08275,glp,,gephyrin-like molybdotransferase Glp,molybdopterin molybdotransferase activity|0061599||IEA,Mo-molybdopterin cofactor biosynthetic process|0006777||IEA
ATU_RS08280,,,GGDEF domain-containing protein,GTP binding|0005525||IEA,
ATU_RS08285,,,pyridoxamine 5'-phosphate oxidase family protein,,
ATU_RS08290,,,monovalent cation:proton antiporter-2 (CPA2) family protein,metal cation:proton antiporter activity|0051139||IEA,monoatomic cation transport|0006812||IEA
ATU_RS08295,,,gamma-butyrobetaine hydroxylase-like domain-containing protein,,
ATU_RS08300,moaA,,GTP 3',4 iron,Mo-molybdopterin cofactor biosynthetic process|0006777||IEA
ATU_RS08305,,,DMT family transporter,transporter activity|0005215||IEA,transmembrane transport|0055085||IEA
ATU_RS08310,,,multidrug effflux MFS transporter,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA
ATU_RS08315,mobA,,molybdenum cofactor guanylyltransferase MobA,GTP binding|0005525||IEA,Mo-molybdopterin cofactor biosynthetic process|0006777||IEA
ATU_RS08320,mobB,,molybdopterin-guanine dinucleotide biosynthesis protein B,catalytic activity|0003824||IEA,Mo-molybdopterin cofactor biosynthetic process|0006777||IEA
ATU_RS08325,,,peptidoglycan DD-metalloendopeptidase family protein,,
ATU_RS08330,,,protein-L-isoaspartate(D-aspartate) O-methyltransferase,protein-L-isoaspartate (D-aspartate) O-methyltransferase activity|0004719||IEA,protein modification process|0036211||IEA
ATU_RS08335,surE,,5'/3'-nucleotidase SurE,nucleotidase activity|0008252||IEA,
ATU_RS08340,serS,,serine--tRNA ligase,serine-tRNA ligase activity|0004828||IEA,seryl-tRNA aminoacylation|0006434||IEA
ATU_RS08345,tatC,,twin-arginine translocase subunit TatC,,protein secretion by the type II secretion system|0015628||IEA
ATU_RS08350,tatB,,Sec-independent protein translocase protein TatB,,protein transport|0015031||IEA
ATU_RS08355,,,twin-arginine translocase TatA/TatE family subunit,,protein transport by the Tat complex|0043953||IEA
ATU_RS08360,scpB,,SMC-Scp complex subunit ScpB,protein binding|0005515||IEA,chromosome segregation|0007059||IEA
ATU_RS08365,,,ScpA family protein,,chromosome segregation|0007059||IEA
ATU_RS08370,nagZ,,beta-N-acetylhexosaminidase,hydrolase activity,carbohydrate metabolic process|0005975||IEA
ATU_RS08375,,,SPOR domain-containing protein,peptidoglycan binding|0042834||IEA,
ATU_RS08380,argS,,arginine--tRNA ligase,arginine-tRNA ligase activity|0004814||IEA,arginyl-tRNA aminoacylation|0006420||IEA
ATU_RS08385,,,deoxyguanosinetriphosphate triphosphohydrolase,triphosphoric monoester hydrolase activity|0016793||IEA,
ATU_RS08390,erpA,,iron-sulfur cluster insertion protein ErpA,iron-sulfur cluster binding|0051536||IEA,iron-sulfur cluster assembly|0016226||IEA
ATU_RS08395,xth,,exodeoxyribonuclease III,double-stranded DNA 3'-5' DNA exonuclease activity|0008311||IEA,DNA repair|0006281||IEA
ATU_RS08400,exoR,,exopolysaccharide production regulator ExoR,,
ATU_RS08405,,,hypothetical protein,,
ATU_RS08410,,,outer membrane protein transport protein,,
ATU_RS08415,,,valine--tRNA ligase,nucleotide binding|0000166||IEA,valyl-tRNA aminoacylation|0006438||IEA
ATU_RS08420,popZ,,cell division protein PopZ,,
ATU_RS08425,,,protein-L-isoaspartate O-methyltransferase,,
ATU_RS08430,,,hypothetical protein,,
ATU_RS08440,,,DUF3309 family protein,,
ATU_RS08445,,,hypothetical protein,,
ATU_RS08450,,,DUF982 domain-containing protein,,
ATU_RS08460,wrbA,,NAD(P)H:quinone oxidoreductase type IV,NAD(P)H dehydrogenase (quinone) activity|0003955||IEA,
ATU_RS08465,,,competence/damage-inducible protein A,,
ATU_RS08470,,,universal stress protein,adenyl ribonucleotide binding|0032559||IEA,
ATU_RS08475,gpt,,xanthine phosphoribosyltransferase,xanthine phosphoribosyltransferase activity|0000310||IEA,nucleoside metabolic process|0009116||IEA
ATU_RS08480,,,vitamin B12-dependent ribonucleotide reductase,ribonucleoside-diphosphate reductase activity,DNA replication|0006260||IEA
ATU_RS08485,,,hypothetical protein,,
ATU_RS08490,,,DNA-binding transcriptional regulator,,
ATU_RS08495,,,Nramp family divalent metal transporter,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA
ATU_RS08500,,,hypothetical protein,,
ATU_RS08505,,,ABC transporter ATP-binding protein,ATP binding|0005524||IEA,
ATU_RS08510,,,AI-2E family transporter,efflux transmembrane transporter activity|0015562||IEA,autoinducer AI-2 transmembrane transport|1905887||IEA
ATU_RS08515,,,GNAT family N-acetyltransferase,N-acetyltransferase activity|0008080||IEA,
ATU_RS08520,,,hypothetical protein,,
ATU_RS08525,,,DUF2336 domain-containing protein,,
ATU_RS08530,,,flavin reductase family protein,FMN binding|0010181||IEA,
ATU_RS08535,,,nitroreductase,,
ATU_RS08540,,,hypothetical protein,,
ATU_RS08545,thrS,,threonine--tRNA ligase,threonine-tRNA ligase activity|0004829||IEA,threonyl-tRNA aminoacylation|0006435||IEA
ATU_RS08550,,,DUF1697 domain-containing protein,,
ATU_RS08555,yidD,,membrane protein insertion efficiency factor YidD,,
ATU_RS08560,,,iron-sulfur cluster assembly scaffold protein,,
ATU_RS08565,folE,,GTP cyclohydrolase I FolE,GTP cyclohydrolase I activity|0003934||IEA,pteridine-containing compound biosynthetic process|0042559||IEA
ATU_RS08570,hisI,,phosphoribosyl-AMP cyclohydrolase,phosphoribosyl-AMP cyclohydrolase activity|0004635||IEA,histidine biosynthetic process|0000105||IEA
ATU_RS08575,,,patatin-like phospholipase family protein,,
ATU_RS08580,,,CBS domain-containing protein,,
ATU_RS08585,,,rhomboid family intramembrane serine protease,serine-type endopeptidase activity|0004252||IEA,
ATU_RS08590,,,PAS domain-containing protein,,
ATU_RS08595,,,PilZ domain-containing protein,cyclic-di-GMP binding|0035438||IEA,
ATU_RS08600,,,transglutaminase-like cysteine peptidase,,
ATU_RS08605,,,DUF1489 family protein,,
ATU_RS08610,,,L-serine ammonia-lyase,L-serine ammonia-lyase activity|0003941||IEA,amino acid catabolic process|0009063||IEA
ATU_RS08615,,,hypothetical protein,,
ATU_RS08620,,,hypothetical protein,,
ATU_RS08625,,,phosphodiester glycosidase family protein,,
ATU_RS08630,,,entericidin A/B family lipoprotein,,
ATU_RS08635,,,formyl transferase,,
ATU_RS08640,,,methylenetetrahydrofolate reductase,,
ATU_RS08645,,,LysR family transcriptional regulator,DNA-binding transcription factor activity|0003700||IEA,regulation of DNA-templated transcription|0006355||IEA
ATU_RS26970,,,hypothetical protein,,
ATU_RS08655,,,GlxA family transcriptional regulator,DNA binding|0003677||IEA,
ATU_RS08660,,,bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase,,
ATU_RS08665,,,P-II family nitrogen regulator,,
ATU_RS08670,glnA,,type I glutamate--ammonia ligase,glutamine synthetase activity|0004356||IEA,glutamine biosynthetic process|0006542||IEA
ATU_RS08675,,,DMT family transporter,transporter activity|0005215||IEA,transmembrane transport|0055085||IEA
ATU_RS08680,hspQ,,heat shock protein HspQ,DNA binding|0003677||IEA,
ATU_RS08685,,,invasion associated locus B family protein,,
ATU_RS08690,,,extracellular solute-binding protein,,
ATU_RS08695,,,DsbA family oxidoreductase,,
ATU_RS08700,,,DMT family transporter,transporter activity|0005215||IEA,transmembrane transport|0055085||IEA
ATU_RS08705,,,hypothetical protein,,
ATU_RS08710,mfd,,transcription-repair coupling factor,double-stranded DNA binding|0003690||IEA,DNA repair|0006281||IEA
ATU_RS08715,,,succinate dehydrogenase assembly factor 2,,
ATU_RS08720,recG,,ATP-dependent DNA helicase RecG,DNA helicase activity|0003678||IEA,DNA recombination|0006310||IEA
ATU_RS08725,,,hypothetical protein,,
ATU_RS08730,,,type II toxin-antitoxin system RelE/ParE family toxin,DNA topoisomerase type II (double strand cut,plasmid partitioning|0030541||IEA
ATU_RS08735,,,CopG family ribbon-helix-helix protein,,
ATU_RS08740,,,DUF502 domain-containing protein,,
ATU_RS08745,,,GNAT family N-acetyltransferase,N-acetyltransferase activity|0008080||IEA,
ATU_RS08750,glmS,,glutamine--fructose-6-phosphate transaminase (isomerizing),glutamine-fructose-6-phosphate transaminase (isomerizing) activity|0004360||IEA,amino sugar metabolic process|0006040||IEA
ATU_RS08755,glmU,,bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU,magnesium ion binding|0000287||IEA,cell morphogenesis|0000902||IEA
ATU_RS08760,,,FadR/GntR family transcriptional regulator,DNA binding|0003677||IEA,
ATU_RS08765,,,BMP family ABC transporter substrate-binding protein,,
ATU_RS08770,,,ABC transporter permease,,
ATU_RS08775,,,ABC transporter permease,ATPase-coupled transmembrane transporter activity|0042626||IEA,
ATU_RS08780,,,ABC transporter ATP-binding protein,ATP binding|0005524||IEA,
ATU_RS08785,pcsA,,phosphatidylcholine synthase,phosphatidylcholine synthase activity|0050520||IEA,phospholipid biosynthetic process|0008654||IEA
ATU_RS08790,,,UbiH/UbiF family hydroxylase,,
ATU_RS08795,,,AEC family transporter,,transmembrane transport|0055085||IEA
ATU_RS08800,,,cytochrome c biogenesis CcdA family protein,,
ATU_RS08810,,,ankyrin repeat domain-containing protein,protein binding|0005515||IEA,
ATU_RS08815,,,glycosyltransferase family 25 protein,,
ATU_RS08820,,,YcbK family protein,,
ATU_RS08825,,,VOC family protein,,
ATU_RS08830,,,cold-shock protein,transcription antitermination factor activity,
ATU_RS08835,,,DUF192 domain-containing protein,,
ATU_RS08840,,,BON domain-containing protein,,
ATU_RS08845,,,DUF982 domain-containing protein,,
ATU_RS08850,,,ceramide glucosyltransferase,,
ATU_RS08860,,,ETC complex I subunit,,
ATU_RS08870,,,hypothetical protein,,
ATU_RS08875,,,Rrf2 family transcriptional regulator,DNA binding|0003677||IEA,
ATU_RS08880,,,alpha/beta fold hydrolase,hydrolase activity|0016787||IEA,
ATU_RS26550,,,hypothetical protein,,
ATU_RS08885,,,efflux RND transporter periplasmic adaptor subunit,transporter activity|0005215||IEA,transport|0006810||IEA
ATU_RS08890,,,ABC transporter ATP-binding protein,ATP binding|0005524||IEA,
ATU_RS08895,,,ABC transporter permease,,
ATU_RS08900,,,hypothetical protein,,
ATU_RS08905,sufA,,Fe-S cluster assembly scaffold SufA,,
ATU_RS08910,,,SUF system Fe-S cluster assembly protein,molecular_function|0003674||IEA,iron-sulfur cluster assembly|0016226||IEA
ATU_RS08915,,,cysteine desulfurase,pyridoxal phosphate binding|0030170||IEA,cysteine metabolic process|0006534||IEA
ATU_RS08920,sufD,,Fe-S cluster assembly protein SufD,structural molecule activity|0005198||IEA,iron-sulfur cluster assembly|0016226||IEA
ATU_RS08925,sufC,,Fe-S cluster assembly ATPase SufC,ATP binding|0005524||IEA,iron-sulfur cluster assembly|0016226||IEA
ATU_RS08930,sufB,,Fe-S cluster assembly protein SufB,,iron-sulfur cluster assembly|0016226||IEA
ATU_RS08935,,,cysteine desulfurase family protein,pyridoxal phosphate binding|0030170||IEA,
ATU_RS08940,,,alpha/beta hydrolase,,
ATU_RS08945,,,anhydro-N-acetylmuramic acid kinase,ATP binding|0005524||IEA,amino sugar metabolic process|0006040||IEA
ATU_RS08950,tyrS,,tyrosine--tRNA ligase,tyrosine-tRNA ligase activity|0004831||IEA,tyrosyl-tRNA aminoacylation|0006437||IEA
ATU_RS08955,,,DUF3971 domain-containing protein,,
ATU_RS08960,bcp,,thioredoxin-dependent thiol peroxidase,antioxidant activity|0016209||IEA,
ATU_RS08965,,,ferritin-like domain-containing protein,,
ATU_RS08970,,,M23 family metallopeptidase,metalloendopeptidase activity|0004222||IEA,
ATU_RS08975,,,DEAD/DEAH box helicase,helicase activity|0004386||IEA,
ATU_RS08980,,,NUDIX domain-containing protein,hydrolase activity|0016787||IEA,
ATU_RS08985,,,helix-turn-helix domain-containing protein,DNA binding|0003677||IEA,
ATU_RS08990,,,branched-chain amino acid ABC transporter substrate-binding protein,branched-chain amino acid transmembrane transporter activity|0015658||IEA,branched-chain amino acid transport|0015803||IEA
ATU_RS08995,rpe,,ribulose-phosphate 3-epimerase,D-ribulose-phosphate 3-epimerase activity|0004750||IEA,pentose-phosphate shunt|0006098||IEA
ATU_RS09000,,,hypothetical protein,,
ATU_RS09005,purB,,adenylosuccinate lyase,N6-(1,purine ribonucleotide biosynthetic process|0009152||IEA
ATU_RS09010,,,alpha/beta hydrolase,,
ATU_RS09015,purC,,phosphoribosylaminoimidazolesuccinocarboxamide synthase,phosphoribosylaminoimidazolesuccinocarboxamide synthase activity|0004639||IEA,purine ribonucleotide biosynthetic process|0009152||IEA
ATU_RS09020,purS,,phosphoribosylformylglycinamidine synthase subunit PurS,,
ATU_RS09025,purQ,,phosphoribosylformylglycinamidine synthase subunit PurQ,phosphoribosylformylglycinamidine synthase activity|0004642||IEA,'de novo' IMP biosynthetic process|0006189||IEA
ATU_RS09030,,,hypothetical protein,,
ATU_RS09035,,,DUF1127 domain-containing protein,,
ATU_RS09040,,,PLP-dependent aminotransferase family protein,pyridoxal phosphate binding|0030170||IEA,
ATU_RS09045,,,acyloxyacyl hydrolase,,
ATU_RS09050,purL,,phosphoribosylformylglycinamidine synthase subunit PurL,phosphoribosylformylglycinamidine synthase activity|0004642||IEA,'de novo' IMP biosynthetic process|0006189||IEA
ATU_RS09055,,,BolA/IbaG family iron-sulfur metabolism protein,,
ATU_RS09060,,,hypothetical protein,,
ATU_RS09065,,,hypothetical protein,,
ATU_RS09070,grxD,,Grx4 family monothiol glutaredoxin,electron transfer activity|0009055||IEA,
ATU_RS09075,,,multidrug effflux MFS transporter,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA
ATU_RS09080,,,inositol monophosphatase family protein,,
ATU_RS09085,,,inositol monophosphatase family protein,,
ATU_RS09090,ttcA,,tRNA 2-thiocytidine(32) synthetase TtcA,,tRNA processing|0008033||IEA
ATU_RS09095,,,glutaminase,glutaminase activity|0004359||IEA,glutamine metabolic process|0006541||IEA
ATU_RS09100,rpsD,,30S ribosomal protein S4,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA
ATU_RS09105,,,TerC family protein,,
ATU_RS09110,,,ATP-binding protein,ATP binding|0005524||IEA,
ATU_RS09115,,,O-acetylserine/cysteine exporter,,
ATU_RS09120,,,LysE family translocator,,
ATU_RS09125,,,hypothetical protein,,
ATU_RS09130,murI,,glutamate racemase,glutamate racemase activity|0008881||IEA,peptidoglycan biosynthetic process|0009252||IEA
